Review,True,Predicted,Predicted_Label
best black licorice ounce order sweetgourmet surprisingly came transparent thin plastic bag like packaged bulk something gourmet licorice contains licorice oil smear inside bag looked pretty ugly time opened intended give gift someone love licorice however softest brand ever even softer ziploc bag kookaburra name logo think sweetgourmet best price weight ratio item certainly order,2,2,Positive
beefeater rolled chew beefeater product made china fooled site info said usa rawhide first one gave bull terrier made sick diarrhea threw away rest package please buy usa made chew pet dont chemical hide much thicker doesent flake break little chunk please supervise dog theyre chewing rawhide toy etc get large piece caught throat,0,1,Neutral
unclear bottle count like similac formula bottle however looking find bottle lower price amazon came order bottle understanding way product described case bottle bottle total bottle total received worse price pay grocery store expensive place bought,0,0,Negative
taste like stuff mom grandma use make glad finally found real deal baklava definitely worth money buy againbr br third order good cant go long without anymore,2,1,Neutral
good saucein proper place class asian sriracha without equal people minnesota wisconsin able eat must disagree reviewer warn youit sauce purposesbr br youre looking generalpurpose pepper sauce aware pepper third child mix behind eldest sibling garlic middle child sugarbr br compete flavor food compliment sauce component eating flavor dominating else thats ok bland dish disaster others already complex flavorsbr br like classic asian combination initially sweet lingering heat go wrong srirachabr br yer minnesota wisconsin stay away dis stick dat superspicy tomato ketchup ya betcha,1,1,Neutral
read ingredient oat like cheerio brand love cheerio brand cereal banana slice looking gluten free cereal replace cheerio texture cereal part bananacereal experience cereal little crunchy stick teeth chewing use almond milkbr br found taste important read ingredient see oat hrefhttpwwwamazoncomgpproductbuananatures path organic whole o gluten free cereal ounce box pack like cheerio brand wonder oat gluten free looking o cereal oat,1,1,Neutral
great godiva truffle delicious product fresh arrival seen comment product particular either old seemed stale case trade concept outstanding job packaging truffels took great care ensure product arrived superb condition put special packaging material prevent going bad shipment love godiva truffels happy arrived tasted good remember thank amazon thank trade concept taking extra care get wonderful little treat pefect condition well done,2,1,Neutral
second best lineup pretty delicious tom yum flavor beat mile tom yum best flavor chewy moist noodle soup rock best instant soup ever,2,2,Positive
average great really looking foward receiveing came try nothing write home think several company make better chocolate,2,2,Positive
lipton changed formulation used search local grocery store product delighted amazon started carry lipton changed ingredient eliminating splenda adding aspartame taste terrible want add splenda passable,0,0,Negative
stale old chewy received popcorn december bag dated sept either packaged month ago expired month ago either way chewy supermarket junk hoping avoidbr fooled great review luckily sixteen buck expensive chicken feed know thats goingbr ill try great northern brand next hopeful huge bag jaw exerciserbr br always amazon shipping packaging great lousy product,2,1,Neutral
organic tomato bpa lined used buy two can sauce every week affordable taste good organically grown shocked learned can lined bisphenol bpa called company directly confirmed cant understand would use organic tomato package way told change would longer buy product meantime switched newman organic sauce jar granted fatfree id rather olive oil bpabr br muir glen please change packaging,1,1,Neutral
treeripened mango need sugar added understand company chooses add sugar fruit claim treeripened truly baffled added sugar leaf crystalline sweetness mangoflavored fruit render ridiculous replacement mango end sweetbr br buy dried mango get fresh mango next best thing canned mango canning procedure demand heating food boiling point dismantles enzyme antioxidant drying process fruit particularly valuable enzyme found kiwi pineapple mango enzyme made body particularly helpful fast transport calcium boron magnesium phosphate manganese cell whose membrane damaged eg circulating toxin poison always bombarded even recognize symptom ion thus fruit enzyme critical repair cell since bacterial infection leave poison behind good dried mango especially helpful fast recovery infectionsbr br best mango thoroughly dried making quite brittle want snack make mango ice cream reconstitute adding enough water cover slice warm weather take hour reconstitute cup keep refrigerator purpose last form least week unless live enormous amount wet weather thus lot mold prevent mold survival refrigerator keeping small plastic container hole punched top half full vinegar fruit veges last lot longerbr br however best way eat add chopped mango entree salad thus stuff company selling weak flavor sugar come liquid found meal,1,2,Positive
like vanilla add nice sweet flavor coffee combine little spoonable stevita better starbucks sweeting strength little weaker anticipated still last maybe month combine spoonable stevita iniatially used without spoonable stevita didnt like taste combining perfect oz cup coffee use tsp spoonable stevita drop vanliquid stevita almondmilk cream,0,1,Neutral
great little bar nut bar best market tasty packed full protein easy grabngo snack unfortunately price high costco carried bar larger size less money wait costco stock buy,1,2,Positive
perhaps warn people change ingredient novdec innova decided change ingredient particular line food need let paying customer know worth vet bill later bout pancreatitis dog course realize food causing problem later confirmed email fact change ingredient however confirm whether would pay vet billsbr mention also changed guideline recommending food fed large breed puppy whereas previously finebr br tout natural good dog food doubtfulbr br avoid,2,2,Positive
heavy nutmeg ive used several brand garam masala chicken tikka masala recipe one far heaviest nutmeg youre fan nutmeg thats fine leave slight aftertaste doesnt appeal quite much othersbr br smell spice mix nice heavy nutmeg scent consistency good lump seem fresh enough overall id buy still cant find stuff used buy near home,2,2,Positive
great producet major failure fire logops feesbros product great love mixing drink bitter give bit extended arsenal otherwise standard expected recipesbr br major problem first opinion minor packagingshipping least bottle arrived leaked content received order opened largeish amazon box office supply greeted wall fruity boozy kaboom orange peach bitter leaked fellow bottle enclosing box biggie lost product dealbr br second problematic problem shaker cap dont fit wanted dash lemon bitter manhattan received oz loose fit nonfit cap way way loose even try shake cautiously jump right bottle done lemon grapefruit ive tried bottle far thats catastrophe rate drink fine base drain undrinkablebr br set awesome heed warning sailor,2,2,Positive
yummy risotto use make risotto asparagus pine nut flavorful enough dont need add either butter cheese recipe certainly cut fat content agree little salty plan rest meal lowsodium problem solved would however definitely buy better bullion lobster say half sodium began making hint hintbr br update although still fond product disappointed recently ordered amazon although jar still sealed coating dried lobster base outside container im guessing another jar original shipment broke seller simply damaging reputation shipping product way,0,0,Negative
kept promise promised different coffee pod delivered wonderful blend coffee decaf tea hot chocolate flavored coffeesa wonderful mix back today order order company regret itbr br updatejust received second order came super fast different podsonce repeat different podsagain tea hot chocolate sweet tea decaf flavored coffee many different type roasted coffee wonderful assortment disappointed,2,1,Neutral
pricey quantity wrong great product others like starbucks doubleshot energy drink monster java etc twice price supermarket retail dont include shipping heck going,2,2,Positive
great service since limited diet looking something use occassional treat kid organic raw natural worked great fast shipping great service,1,1,Neutral
kcups variety pack pricey yet convenient variety nice new customer sample occasional undesireable result clogging may result bottled water restricted forward deployed unit afghanistan frequent use keurig multiple user,2,2,Positive
expected hrefhttpwwwamazoncomgpproductbayvrsdaves gourmet butternut squash pasta sauce ouncesabr served chicken cheese ravioli expected would mellow rather sweet butternut squash taste instead predominate taste red bell pepper included sauce topped parmesan ok doubt ill serve,1,1,Neutral
product work fine need drink lot water every day time spike shot cranberry orange juice sugarfree lemonade give taste product offer kind solution squirt recommended oz plain water taste result pleasant sweet kind like cherry koolaid crossed berry flavored emergency c powder squeeze bottle portable offer good dose vitamin c need product well dont really wouldnt purchase preferring method adding bit juice another downside vitamin squeeze caffeine content thats necessary dont know need caffeine something else another real disadvantage product packaging hard open portability make sense get single serving crystal light better taste caffeine,2,2,Positive
always arrived broken biscuit seemed good quality dog loved delivery timely subscribed product receiving every month cancelled problem biscuit many broken least one half box broken crumbled biscuit box werent broken one delivered day cancelled delivered good condition would continued buy biscuit condition,0,0,Negative
covering several diet base ordered kojel kashrutd observant friend coming lunch andbr plan make salmon mousseit arrive promptly needno store aaround carry itand keep extra package vegetarian guest perfect sugarfree plus,1,2,Positive
black box gopher trap live country lot gopher mole vole etc tried several gopher trap success rate settingsand lot work trying fool critter black box caught problem gopher killing tree setting didnt try fool trap shy beast black box gopher trap fantastic tool getting rid og gopher,1,0,Negative
great expecting bit better reading review hot chocolate made water prefer making milk flavor texture much better adding milk didnt help much guess mom spoiled good,2,2,Positive
huge value use dried tomato many dish tired buying little jar pound order keep business year herb added may may compliment dish theme far havent felt culinary clash may prefer unaltered dried tomato,1,0,Negative
flavor dont know coffee sitting forever flavor,0,1,Neutral
thank god review bought killer nutritional stats opened found couldnt stand review taught item blend amazingly well item bump oat half half cereal might needed mix in taste cereal overpowered mine im happy mix oat eventually ill try baking something add,0,0,Negative
favorite tea love tea would say favorite quite first tried grocery store hard find organic lavender earl grey flavor happy find amazon bulk pack reasonable price thing would better could buy loose tea dont think even choice website sell,0,2,Positive
good great make good cup coffee certainly great definately worth asking price ive tried several varities hawaiian single origin roast recently lacking multitude note found roast comparable price pointsbr certainly purchase feel like underwhelmed dollar looking great roast island go someting rustys hawaiian,0,0,Negative
tried many us didnt like bought olive oil since organic went ml can subscription end decided stop buying bought oil basic midpriced olive oil primarily sauteing like sort olive oil soft buttery peppery green oil heavy woody scent fragrant good evoo price range sampled uncooked oil mild initial taste much olive flavor unpleasant didnt like harsh aftertaste good salad dressing flavoring harshness muted still remains cooked dish olive oil flavor mostly disappears price range ive better luck obscure spanish greek l can evoo supermarket,0,1,Neutral
wow first time pf chang sacramento yesterday utterly amazed good tough critic longtime earl grey lover great food taste light refreshing also delicious way perfect summertime perfect frosty cold lot ice real tea powder smell good almost want wear tell love tea,2,2,Positive
ehh taste watery taste like put water prefer monster espresso creamy deliciousa hrefhttpwwwamazoncomgpproductbqgbnek pack monster xpresso energy hammer oza,2,1,Neutral
tree bark taste better old ive worked coffee house worst crap ive come crossed taste like tree bark coffee oil left crapjust buy folgers buy blue mountain crap coffeei wish could get back dont even buy vote,1,1,Neutral
yummy love waffle taste wonderful easy make add blueberry youre even better shape,0,0,Negative
dog prefers soft treat dog eat wellness wellbar yogurt apple banana dog treat however crush two daily feeding mix regular dog food reason would buy crunchy treat although must say smell goodbr feel reason eating crunchy treat accustomed soft wellness wellbites giving year love thesebr br hrefhttpwwwamazoncomgpproductbhrewellness wellbar yogurt apple banana dog treat ounce poucha,1,1,Neutral
good bbq tried bbq first pleasantly surprisedbr br always weakness sour cream onion figured would heaven popchips calorie sized bagsbr br arrived didnt tang sco flavor,2,2,Positive
good pamelas bisquick reading first chapter hrefhttpwwwamazoncomgpproductwheat belly lose wheat lose weight find path back healtha year joint inflammation difficulty losing weight decided ditch wheat diet desperate get started picked bag flour local store one available husband like pizza saturday night since frozen aisle didnt anything good gluten free decided make crust reviewer said bean flavor really ruined taste pizza crust actually came well one best ive ever made flour texturewise didnt like flavor plan use rest another pizza time add spice like garlic oregano plus little salt sugar crust mask taste advice would get pamelas bisquick glutenfree good dont weird aftertaste,1,1,Neutral
sriracha sauce looked lot different place online sriracha sauce cheapest place found oz bottle even shipping still cheapest oredered bottle shipping next closest deal almost spice hot sauce connoisseur like want great deal go buy asian food way affiliated store online sale live midwest came across oz bottle new asian restaurant opened locally seen could find oz bottle piece looking great deal shown way,1,1,Neutral
favorite oatmeal staple u whole food carry intermittently finding amazon pack six great necessarily cheaper would store least grocery store near u itbr br cook microwaving even two serving portion bowl need wide inch base tall five inch taller bowl able microwave without oatmeal bubbling bowl thats complaint otherwise tasty highly affordable superhealthy food cook huge bowl keep microwave cleanbr br add shaved almond raisin brown sugar also delicious itbr br live foot way closer sea level maybe wont bubbling problem,0,0,Negative
meh ok espressobr crema particular machine overstuffed pod work bit better people machinesbr there lot tannin quality suspect robusto blend many people like sometimes good latte flavored latte balance sweetness taste bit much like starbucks,2,2,Positive
maxwell coffee good everyday coffee little high price weight thought getting lb hair lb afganistan always pay item worth,0,0,Negative
shirataki noodle followed direction preparing noodle pleased say tough rubbery fettuccini resembled texture fine pad thai noodle noodle something like cupasoup noodle mind flavorless gourmet item low low calorie carb count bad mindful sauce used mixed frozen vegetable lowfat sauce added grated cheese light pleasant look forward experimenting addition,2,1,Neutral
awesome product recently used football game great product contains electrolyte tasty well plan using future game workout run,0,0,Negative
best another product misleading illustration much soupier illustrated need eat spoon fork particularly like flavor find large amount chicken mainly large thick noodle pea piece carrot listed gram protein little anythiing else except salt indicates mg salt finish eating buy better product market company see product dinty moore healthy choice reviewed separately,0,0,Negative
price effing kidding price dozen pop tart better made gold,0,0,Negative
protein good taste bad went ahead ordered cereal ive tried regular special kwhich taste pretty goodbr figured would like except proteinbr imagine sound good true moment first bowlbr im pretty utilitarian kind guy like good food eat anything edible survivalbr cereal aboutbr eating necessitybr taste almost nonexistent live texture kill mebr think cardboard box ripped flake hardened color cereal doesnt convince otherwise eitherbr dont care high fructose corn syrup something taste bad least good youbr dont think ordering morebr protein good know life rough dont need start day rough cereal,2,2,Positive
one purpose purchased seed dr ozs show recommended caraway seed people digestive issueshe wrong eating handful whole caraway seed daily behind every meal almost month stomach issue prior seed still exists discover seed great bad breath brush teeth daily periodically would feel like unfresh breath late afternoon prior caraway seed eating almost month breath odorless throughout day hope review help,2,0,Negative
fond memory product excellent dad bought quite regularly back ny thoroughly enjoyed child tried long career u army year ago pleasure obtaining product brought back fond memory forgotten good joyva halvah actually several year could buy military commissary harris teeter stopped carrying thanks amazon still enjoy special treat north carolina thanks amazon providing outlet special craving,0,1,Neutral
good deal like others said dog eat edible bone minute dog chew brown bacon flavored bone like tomorrow love last several day chihuahua lifesaver teething usually buy bone itselfbr br unfortunately could care less white bone middle think better value buy single puppy bone left,2,2,Positive
good shipping goodbr br havent tasted year french bos used bring back box two whenever came back europe back thought best thing id ever put mouth imagine pleased discovered available amazonbr br well lot changed since filling texture seems margariney somewhat like whipped crisco rather creamy meltinyourmouth goodness remember also flavor seems less pronounced hazelnut definitely fresh crunchy werebr br maybe perhaps shipping version recipe better suited handle temperature swing rough handling whatever reason wouldnt pay lb box seems right,1,0,Negative
good product k cup holder often get stuck due design wire rack made cup sit turn slightly sideways open shut drawer causing cup get stuck would reccommend product anyone,1,2,Positive
wonderful best chai ever tasted unfortunately often stock looking forward new stock becoming available stock,1,1,Neutral
awesommmmme product gm fat per serving gbr whole grainbr br inspite taste fantasticbr br one best low fat healthy snack starsbr br hope continue make product long time,2,2,Positive
much less flaovrnearly calorie people tolerate sugar low cal slightly lower cal regular coffee rio original coffee caramel made sugar average calorie per piece calorie per gram piece sugar free version average calorie per piece calorie per gram piece thatts fewer calorie per piecebr br slightly softer regular rio much less sweet much less flavorful term flovaor comparison regular rich sugarfree bland emphasis bla eating big sacrifice fewer calorie want reduce caloric intake work discipline skip one piece every eat total enjoyment might much greater fewer caloriesbr br made real coffee milk splenda sweetener thingsbr br partial filling crown brace etc want avoid chewing even though sotftler sugared versionbr br general review rio coffee candy se review coffee rio original coffee caramel,1,1,Neutral
read direction ingredient like blackberry tea pomegranate juice thought would easy casebr first drink mix packet everywhere day designed oz bottle plainly say reason lipton decided print direction say add packet oz water many people actually buy oz bottle felt product aimed would seek oz bottle make packet enough oddbr br tea honey proudly proclaimed several place package classic combination clearly stating asperatame sweetened honey real tea leaf real fruit flavor funny artificial taste reading ingredient list reveals sucralose maltodextrin yuckbr br besides artificial taste maybe instead tea really taste like koolaid youre ok ok drink ill pas,2,2,Positive
unfortunately junk food dog normally feed dog premium dog food weight age feed cup day healthy maintains weight labborder collie mix according purina product would need feed dog cup dog food based weight make go product faster empty wallet often disappointing,0,0,Negative
tomato soup tomato soup good recommend nice pantry,1,1,Neutral
strong chemical smell strong chemical smell way apple make headache paid still totally waste threw whole pack,1,1,Neutral
tasty exactly perfect extreme lowcarb dieting still good enough compared average sugarinfused muffin mix flavor pretty good though muffin lacking something round moist good texture,0,0,Negative
phenylalanine aspartame well thought id buy gum help snacking day bad move chewing gum regularly day developed lip rash im currently corticosteroid prescribed doctor work one one day week also see primary ingrediant phenylalanine aspartame nuero toxinbr br known would never purchased toxic product,0,1,Neutral
jalapeno sauce admit like hot spicy food tolerate bit heat tried hrefhttpwwwamazoncomgpproductbjrmgtaco bell jalapeno sauce ounce pack sauce already knew would provide kick enjoy factor reviewbr br nevertheless sauce nice jalapeno flavor creamy texture akin salad dressing sour creme ive used sauce dip chip well entree food burrito quesadilla found pleasant enough even though seem slight thickener feel much applied almost like nonfat salad dressingbr br mild touch jalapeno flavor sauce fine easily overpowered highly spiced food sauce however temper spice creates nice rich body whatever youre eating one thing find bit sauce sweetness feel unnecessarybr br mixed bag unpleasantbr br wont get blast jalapeno flavor condiment get rich creamy taste bite suggest adding fresh jalapeno flavor heat enjoy sauce dip accompaniment southoftheborder meal,0,1,Neutral
yum one favorite flavor bubbalicious used called twisted tornado called fruit twist either way cant stop eating flavorful,2,2,Positive
chocolate dip yuck excited found chocolate dip received dip tried almost threw dip taste bad even taste like chocolate,0,2,Positive
picky terrier might one liked dog treat dog hated itbr licked put mouth spat right outbr smell really bad airtight ziplock bag smell strong whole car smelled like rest daybr guess ill donate shelter something,0,1,Neutral
missing color didnt received copper avocado even though stated description included package instead like others given teal fuchsia missing color everything else look nice make pick missing color later,2,2,Positive
really weird looking dog food dog habit barfing dog food isnt regular brand found chagrin regular stuff sold storebr br figured id add food see liked itbr br well open bag obvious isnt regular kibble weird odd chunk none look natural know theyre odd ball manufacturing doggie owner doggy made little suspiciousbr br dog ate right dog pretty much eat pizza crust find street curb since shes eating though ive noticed shes droopy draggy id say thats cause weather dont think since shes inside since got hot muggy outbr br doesnt mean food blame nothing changed past week dog foodbr br wont buying,1,1,Neutral
taste great less filling aftertaste brieflybr br taste close sugarsbr aftertastebr known adverse side effectsbr one packet equivalent two teaspoon sugarbr zero caloriesbr br could use nottobenamed presplenda sweetener simply could tolerate taste aftertaste ive splenda user ever since became available well taste close sugar far know side effectsbr br understanding splenda technology process start supposed sugar molecule one atom replaced another make impossible digest simply pass digestive tract get zero calorie good taste side effectsbr br whats like price thats wisdom buying large heavy splenda box come buy larger box save br br never put anything sweet tea coffee habit probably developed dark sad presplenda day come cappuccino different story reaching little yellow packet box last long long time,1,1,Neutral
taste awful ended throwing stuff tasted bad imagine blending grass blender liquid drinking stuff taste like,2,1,Neutral
amazing mint tea tea truly amazing actually shouldnt call tea since tea leaf plain ole mint leaf arabia find people drink nanaaa maghribi certain type mint leaf sugar really nice tea actually taste better seems quite similar nanaaa hasaawee tea available madeenah enjoy expensive,1,1,Neutral
deceptive rip bland flavour honestly dissatisfaction partially mistake reading tin well enough thought getting loose tea since thats normally get kind container twinnings mere tea bag tin full sachet little tea practically emptybr im also dubious flavouring tin say exootic oolong pomegranate front fine print back say pomegranate flavor im guessing natural pomegranate flavour weird chemical concoction really dont want ingest either artificially flavoured artfully packaged give impression naturally flavoured full good stuff marketing dept mistakenly neglected make obvious im cynical im guessing former conclusion thats im giving one starbr flavour good get nose full artificial pomegranate flavour none teabr br btw im proven wrong conclusion flavouring ill gladly edit review,1,1,Neutral
pretty strong spicy sweet anticipated receiving syrup ring fall season dont really get florida tried morning making homemade latte tassimo machine using pump syrup first sip spicy sweet decided add bit stevia help make sweeter helped seemed taste pretty bitter put whipped cream top easier drink unsure amorettis pumpkin spice syrup would tasted better review favorable product keep experimenting see make work betterbr br updatebr br received call amoretti writing review unusual know paul gave helpful information regarding proper use syrup know contain lot less sugar artificial ingredient syrup available done much experimentation found great balance love syrup also delicious ice cream vanilla yogurt apple pie tried several product since say delicious quality unsurpassedbr thanks paul superb customer service amoretti running great american company stand behind product well donebr br p forget mention got handwritten note thanking customer love,0,0,Negative
spirutein powder tried product adding nutrient day trouble swallowing tried product tiny marshmallow tried mix hand suggested mixing method time consuming difficult tried shake blender resultsbr br disgustingly sweet mix crushed marshmallow powder powder resulting blender got stuck throat made choke still using cause price cant afford waste itbr br may try another flavor although sweetness thing usually deal breaker,1,0,Negative
ok tea tasted ok best live place loose tea available really worth ordering probably buy product due price,1,2,Positive
reviewer right definitely thing agree reviewer notedbr br small loaf really make lber even give instruction loafbr rise problem box dont expire still rise problem friend culinary school nearby said might lot whole wheat good thing body good bread maker noted another review baking oven really make better higher loafbr butter best tried oil butter butter definitely betterbr little salt added additional tsp salt seemed help rise wellbr br great backup youre bread flour yeast still think best bread machine recipe allrecipescom subbing cup flour cup whole wheat make delicious closest store bought ive seen thus far,0,0,Negative
careful ingredient check product taste fine contains ground almond wish pursued getting better product content information ordering several jar also arrived plastic container dented distorted arrived made wonder gotten overheated thing taste better glass jar would awesome similar product without palm oil cane juice,2,2,Positive
good used raspberry ginger peace cereal used pepper taste made tasty flavor changed less flavorful,0,1,Neutral
fine powder bought product thinking onion powder granulated powder actually fine powder usually dont use cooking good product looking fine powder looking granulated powder good flavor used cooking isnt great sprinkle pizza pasta,2,1,Neutral
tough indestructible bought many nylabones year old english bulldog souper galileo tougher others purchased expected last really really long time month chewed away end dont feel worth money outlast nylabones,1,2,Positive
sour absolutely bad burned mouth thing way beyond hrefhttpwwwamazoncomgpproductbiijecwarheadsa term sour ate one also last one eat felt like burn mouth three day taste bud amount time absolutely ridiculous there sour sour sourbr br three star people love insanely sour people absolutely hate insanely sour used love insanely sour much anymore,0,0,Negative
shipping cost high shipping cost high product lb box,0,1,Neutral
disappointing flavor okay total product disappointing many noodle veggie high calorie,1,2,Positive
coffee flavor disappointing coffee extremely weak disappointing tried spent money buying k cup,1,1,Neutral
im beginning wonder one actually love flavor olive eating olive since early fifty love flavor little beast ive purchasing olive amazon time come realize awful lot olive flavored stuff basically overwhelms actual olive flavor olive category taste fine dont actually taste like olive taste like garlic lemon middle eastern olive often flavored lime garlic lemon hot spice like spice like flavor olive olive dont flavorbr br great mediterranean middle eastern olive real olive thats opinion im sticking itbr br nt,0,0,Negative
tasty critter lot like bbq flavoured puffed rice wake toxic u food supply several coworkers trying alternative food source outside corporateindustrialagribusiness complex insect provide lean calorie packed protein particular critter snack meal satisfying crunch many u turn potatocorn chip time light airy viable healthier alternative conventional munchies however dont expect get full feeling get past thought eating insect good,1,1,Neutral
cheesy mess followed instruction tee end found bland kind gross weird box description seemed similar favorite frozen dinner marie callendars chessy chicken rice sorely disappointed skip far better thing pound chicken,1,0,Negative
acquired taste taste seaweed snack prepared well packaging great like seaweed wasabi paperthin crispyflakey form sounded good acquired taste weve decided trying perhaps folk work would like better left case break room far taker,0,0,Negative
thin compared justins almond butter ive bought bought son school lunch put honey sweeten almond butter sandwich ive purchased exact product local health food store great one received amazon seemed much thin consistency im sure happened cause like maybe change temperature shipping dont know im sure purchase amazon,2,1,Neutral
something strange love taste herbal tea twice noticed rasping breathing discomfort may may triggered bought box trying sampler im starting think may food sensitivity one licorice spice ingredient damn shame wanted put case wasnt one,0,1,Neutral
tasty weak tea taste good robust one bag make halfmug cup tea ok refill bag topfill mug water tea watery wont order,0,1,Neutral
love year old love cereal ever since starting gluten free diet food like doesnt come easy god send morning,1,0,Negative
like salad cream ok like mayo hubby english im american weve always used mayonnaise thats get around summer went back uk visit mentioned much like salad cream got intention giving mayo switching salad cream he loving unfortunately cant stand eggysmelling open bottle unpleasantly eggy going plow six bottle,0,0,Negative
nice idea hoped better result fault may inexperience give exactly wantedbr br drew line back peelaway plastic cut square wanted first peeled away fine attached waiting cupcake rest however nightmare sugar sheet piece begun harden plasticbacking began chip tried peel managed pattern abstract damask get away imperfection untidy peeling well fact shape intricate simple squaresbr br taste great either didnt taste bad added nothing taste cupcakesbr br wanted damask pattern match theme sufficiently satisfied said would use plain one future cake decorating project,1,0,Negative
zesty spiced im potato chip addict sometimes like snackbr br chose id never tried beforebr br delicious zesty slightly sweet spicyits like combination sweet tart oil chip better health hard put bag downbr br made detroit michigan contain trans fat thats good enough try,0,0,Negative
best mix ever nothing else even come close taste quality mix one tradition around waffle weekend w berry whipped cream incremental improvement idea time using homemade whipped cream organic locally grown berry trying product game changer highly recommend anyone looking little breakfast even follow facebook recipe idea general product update,2,2,Positive
americana egg custard product searching year local grocery store make food purchase online screw brick mortar store refusing stock item public really want buy,2,2,Positive
great chew expensive corgi love chew toy last day cant keep buying price,2,2,Positive
everlasting med treat ball would buy dog chew thing already done bought dog pound,1,2,Positive
terrible bar taste like fermented orange like alcoholbut taste bad chocolateorange alcohol taste chocolate coconut little better great,2,2,Positive
cute got daughter puppy themed birthday adorable kid told tasted weird didnt try wasnt one didnt like tasteit dont regret buying good fit party wish would tasty,0,0,Negative
disappointed disappointed taste cooky seemed dry taste yummy thought,2,0,Negative
best best popcorn ever eaten eat lot popcorn taste lite fluffy hint seasalt add right pop flavor well worth price product packed double carton shipping bag arrived perfect condition took several bag popcorn business meeting share snack staff loved wanted know could purchase,0,1,Neutral
taste pretty bad doesnt taste like sweet tea suppose youre going steer clearbr br mixing water adding straight lemon juice hand absolutely awesome lemon juice nullifies whatever weird aftertaste sweetener give tea flavor drink plainbr br actually one favorite mio concoction try,2,2,Positive
sad misuse trade reputation year ago dominique new england clam chowder far best canned chowder available apparently sold right trade name control recipe time manufacturer made several unfortunate change recipe apparently realizing try compete price futile soup sold regular nongourmet channel priced cent higher campbell wont sell truly premium product priced higher might succeed today chowder identical always used look soup inside better several chowder available grocery store nonpremium product trading destroyed reputation may blessing hard find complete tragedy campbell probably make beset chowder available today though good,2,2,Positive
neutral might remember last review hrefhttpwwwamazoncomgpproductbrtracclear scalp hair beauty volumizing root boost nourishing shampoo fluid ouncea wife went absolutely nutes shampoobr br well noted version men urged order itbr br pretty folically challenged isnt much shampoo hair feel good work fine use itbr br really suspect wanted ordered wouldnt use stuffbr br however son still full head hair used itbr br youngest curley hair like say hasnt seeing flake since used itbr br oldest hair like mine hair doesnt say dry hair love hrefhttpwwwamazoncomgpproductbrtracclear scalp hair beauty volumizing root boost nourishing shampoo fluid ounceabr br mixed review strong vote one one neutral also appears enough variety line find product line right,0,0,Negative
staple add great easily controlled heat enhances flavor replacement chili tabasco sauce startlingly different good chili might require three,2,2,Positive
cause diarrhea make thick tasty drink cause diarrhea time say star,0,0,Negative
cat said way bought product help cat take pill chicken flavor seemed like nice alternative using pill pocket ate first pill tried time almost even recognize product food tried email company flavor guaruntee email returned undeliverablebr br bummerbr br honestly best alternative help pill product called lean treat cut pill smaller piece break treat half like best,2,2,Positive
divine cooky new guilty pleasure worth every calorie order case trying first sample bag cant stop nibbling away cooky absolutely addictivebr br crisp bit hard teeth sensitive plan dunking favorite beverage ginger taste pungent quite strong loaded tiny dried bit candied ginger turn chewy mouth ginger flavor intense faint heart mouth actually tingle ginger burn enjoy muchbr br like mild boring blahtasting grocery chain wafer stay away taste bud ready wake call organic cooky ticket,0,0,Negative
coffee much better coffee amazon would order coffee vacuum packed medium roast best light roast,0,0,Negative
truly awful bought unable get pb local store thought would give try horrendous knew wouldnt taste like peanut butter prepared awful taste like peanut butter doesnt taste like anything edible seriously cant imagine someone eating eat lot healthy alternative people think palatable im pretty forgiving im floored product could even make shelf seriously,2,2,Positive
traditional recipe call citron local store dont carry arrived safely best buy date almost two year fresh empty ounce tub two quart size mason jar fill rum close screw lid way preserved since use little time liquor choice also used,0,1,Neutral
long last found butterscotch long last ive found two wonderful recipesbr breakfast sweet roll one paula deen captain lord mansion kennebunkport call cookn serve buterscotch pudding like everyone else wrote could find anywhere atlanta live los angeles sister life even tried tucson visting luckbr googled found amazon thanks yeah,2,2,Positive
recent order tea good nonsteeped last order several pod loosecompromised foil top mean explodes keurig tea spurt dispenser,1,0,Negative
yeesh im sure expecting wasnt taste bad dont know else describe sorry couldnt even get one bag oh well,2,1,Neutral
false advertising think thisll last time try one thing even cheap alternative help stretch food budget theyre really goodbr br already know open box cook meat heat water add rice flavoring mean seasoning top supplied broccoli wait broccoli broccoli fact packet containing veggie bigger one containing seasoning big hint someone else called broccoli dust theyre quite right looked like parsley flake anything hardly noticeablebr br wasnt bad guess tasted like chicken cheese barest hint dunno vegetable flavor least say one better cheesenmac concoction tried last time,1,0,Negative
veggie isnt bad took chance like try healthy option whenever possible love kraft mac cheese bit hesitant said veggie pasta confused product going give serving veggie mac cheese kraft pulled offbr br first remember whenever veggie something going taste good really fatty food love started cutting product slack high expectation first bite couldnt tell difference cheese wasnt cheesy original thats ok halfway portion started notice hint broccolli cauliflour wasnt noticeable might knew veggie somewhere making pasta smelt like steaming veggie bit hesitant didnt smell great pleasantly surprised tasted still prefer original fatty cheesy goodness however way get veggie kidsthen go,2,2,Positive
poor quality pastchio nut mixed halva israel pastachio mixed halva either rotten old burnt last week notified company israel via email told answer yet note account bought two case dissappointed poor quality nut used love halva unless thing improve stop ordering always believe good quality product always brings good profit converse lead business demise,2,2,Positive
