Input_Text,True_Label,Predicted_Label,Aspect,Review
"/>for [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,/>for,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"a very mild touch [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,a very mild touch,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"jalapeno flavor [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,jalapeno flavor,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"this sauce [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,this sauce,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"it [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,it,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"highly spiced foods [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,highly spiced foods,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"the sauce [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,the sauce,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"those same spices [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,those same spices,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"a nice rich body [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,a nice rich body,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"whatever [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,whatever,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"you [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,you,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"one thing [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,one thing,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
"that [SEP] I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal.",2,1,that,"I have to admit that I like hot and spicy foods and can tolerate a bit of heat so when I tried this <a href=""http://www.amazon.com/gp/product/B004JRMG98"">Taco Bell Jalapeno Sauce, 8-Ounce (Pack of 6)</a> sauce I already knew it would not provide the kick I enjoy so that is not a factor in this review.<br /><br />Nevertheless, this sauce did have a nice jalapeno flavor and a creamy texture more akin to salad dressing than to sour creme.  I've used this sauce as a dip on chips as well as on entree foods such as burritos and quesadillas and found it pleasant enough even though there does seem to be a slight thickener feel if too much is applied -- almost like a non-fat salad dressing.<br /><br />For a very mild touch of jalapeno flavor this sauce is fine but it's easily overpowered with highly spiced foods.  The sauce, however, does temper those same spices and creates a nice rich body to whatever you're eating.  One thing that I did find to be a bit off was that the sauce has a sweetness to which I feel is unnecessary.<br /><br />So a mixed bag here but both not unpleasant.<br /><br />You won't get a blast of jalapeno flavor with this condiment but you will get a rich creamy taste with each bite.  I suggest just adding some fresh jalapenos for flavor and heat and enjoy the sauce as a dip or accompaniment with your South-of-the-Border meal."
